,date,annee,mois,ia générative,ia générale,cv,total_offers
58,2023-11-01,2023,11,0.004506628814861292,0.04777026543752969,0.008199156940586351,3439378.0
59,2023-12-01,2023,12,0.006280232705881873,0.0511431913409547,0.007123412096949349,3439363.0
60,2024-01-01,2024,1,0.003659551043817742,0.0246327763537648,0.004951157294576945,3251765.0
61,2024-02-01,2024,2,0.004084618953349511,0.02801275836249834,0.005188570021822353,3623349.0
62,2024-03-01,2024,3,0.005052868575182131,0.03777900574235012,0.004318440003207984,3404007.0
63,2024-04-01,2024,4,0.005552379424336959,0.044419035394695675,0.002488997672978637,2611493.0
64,2024-05-01,2024,5,0.008744597529898685,0.04265053700903416,0.004867275983622853,2424354.0
65,2024-06-01,2024,6,0.005623191952087678,0.034863790102943604,0.0038169545371746663,5868553.0
66,2024-07-01,2024,7,0.008197159627422065,0.03283405213643298,0.005767530596579514,8807929.0
67,2024-08-01,2024,8,0.00649247085092299,0.029074978158481216,0.003218007291327047,7085130.0
68,2024-09-01,2024,9,0.004359434661247405,0.02188799486167968,0.005830743859418405,5505301.0
69,2024-10-01,2024,10,0.00704572575360867,0.0317632820198399,0.005018282220427399,6954571.0
70,2024-11-01,2024,11,0.006039605557487479,0.03229876015525913,0.0036575251046896224,5331474.0
71,2024-12-01,2024,12,0.006264322353287386,0.032487067087978765,0.002112387770294583,1372854.0
72,2025-01-01,2025,1,0.005761719355402177,0.03128832409452575,0.0021515281137261294,2742237.0
