date,analyse d'images,analyse/synthèse vocale,nlp non génératif,traitement du signal,ia générative
2024-01-01,7.281960556717254,0.23625728139232013,7.6191009050559035,6.495375475131509,2.469021954843086
2024-02-01,7.813917928778584,0.3274836163192289,7.795071550344947,7.614527327865507,3.0523342157674254
2024-03-01,7.689042374151675,0.30314763224823665,7.484439511243493,6.858227216837702,3.469815154628386
2024-04-01,7.484868723065226,0.26621678546416333,6.923331552988217,9.148761011300156,3.63111726674978
2024-05-01,6.493420257430898,0.18880265721603975,6.729898063287848,9.251180287667008,4.788255953674011
2024-06-01,6.33889060023466,0.19742882725067862,6.535309084402783,7.189537417696696,4.781242041885955
2024-07-01,7.43752945426406,0.17240715374163143,6.976642170091359,5.203667131007473,5.496132564715844
2024-08-01,7.6370904018745716,0.14391712525160294,6.611174856482696,5.017141776974087,5.638713455346299
2024-09-01,8.665744652623184,0.10868832132314424,7.331890019085087,5.211056671694506,5.901498873482696
2024-10-01,7.949611570388406,0.31258034894398545,7.743859050263156,4.9068089211190715,6.018176002589203
2024-11-01,7.457498236143565,0.48118598037207516,7.574889744457962,5.596730165498273,5.5260626683443625
2024-12-01,6.363765407208819,0.43527229809475654,7.500384783358864,7.214745092567227,6.872367315405048
2025-01-01,6.511212262347982,0.38775969673600136,8.20746345966831,7.321692276437488,6.864214784175594
