date,sql,spark,airflow,hadoop,postgresql,hive,docker,kubernetes
2019-01-01,,,,,,,,
2019-02-01,,,,,,,,
2019-03-01,22.722374022536943,17.72627549220324,0.3690985934066738,18.846337876063224,2.621625912781868,5.287944301213946,5.80352287322648,2.2884081948685564
2019-04-01,28.34032647857812,18.235285439343563,0.23248657154875027,18.885015689874177,3.224603112706496,6.054806340427299,7.038733568137869,2.7860131456287243
2019-05-01,31.486751442599825,19.85795876832672,0.3463061109669596,18.941031588854866,2.9418420056178034,5.393193022945273,7.3880880444934975,2.8667594680955695
2019-06-01,31.361650000862902,20.41407220326635,0.462377131019312,20.594642272526016,2.8721271502129153,6.204927594369487,6.849754506470607,2.831520755921999
2019-07-01,28.460461655028464,20.271335327317132,0.6488573174994985,20.83874179067272,2.5152426553973863,6.632799782677247,6.299705644262034,2.996340811849133
2019-08-01,29.56531238222469,20.39400914471401,0.5749384788116364,20.455910358390376,3.00737960446285,8.272185941767889,6.973166553122991,2.975239866762704
2019-09-01,30.877138890467297,21.021829541298143,0.4766953467083072,20.02256458092697,3.12990282492886,8.40893102516695,7.2045993028921185,3.0932251901744174
2019-10-01,31.08143565527361,22.957270839796763,0.40816750747983105,20.994722877926034,3.0214856464479865,8.815544934965574,7.182097624339486,2.8702210181256587
2019-11-01,28.093428944128924,22.47786543750733,0.8189293073530111,20.34916961807549,2.3198039161134307,8.343269365413297,6.4868251585399275,2.6963365335518867
2019-12-01,26.50772139772905,23.57276893706167,0.9707034079804172,21.77534310454225,1.617099463261472,8.651446783771167,7.25423161691323,3.464331678493209
2020-01-01,26.574346199618947,22.69343584960083,1.3222346288038243,20.424971471583376,1.4963561308916928,8.055332233767679,8.73718833338569,4.361553651520332
2020-02-01,28.68510320004412,22.121237704454664,1.057218313981045,20.33255348374077,1.85484725178067,7.595187452734288,8.91824120615458,4.8216678001414435
2020-03-01,30.828756732517483,21.833085156299926,1.2487622506146359,19.474820556353034,2.193182606475556,7.34149513316626,9.05262504763816,4.446646430221861
2020-04-01,32.39936658290447,22.166713411399282,1.1754303520358398,20.74665074518267,2.8465538810955455,7.710035748675957,8.993066792618514,4.737519000106364
2020-05-01,31.97778757582294,20.122472843691508,1.8075280532344136,19.64095012129477,3.4383437375437462,8.548860812059615,10.043094700242282,5.231532401467024
2020-06-01,30.634455557793476,17.432305289417407,1.5393010739470352,17.490413444654955,3.7163983823330202,7.6645490618830285,10.738750901781275,5.114966193731553
2020-07-01,27.508277706958477,14.515229363535239,1.5738982447422976,14.610578700994678,3.029799244843301,6.883665602030936,11.527791418162332,5.761511370885945
2020-08-01,25.57053894593585,15.64446825143431,0.8413314147945214,15.281365574026454,2.5931746055156144,5.997690115022081,13.042171647959092,6.657976338719489
2020-09-01,23.936106555279583,15.803536058325543,0.8286220653097649,15.494887668828653,2.197300974627776,6.342500292347647,13.79930728208656,7.548384321396595
2020-10-01,25.925473508566714,17.29629418719294,0.7579555295449302,17.154477455213225,2.0615244131461856,6.920650049497478,13.604727163347688,7.522238044053793
2020-11-01,27.4315559701944,16.584090803715718,1.287910435205863,16.40344210387221,2.0223206992797036,6.839175717242362,13.232206689823824,8.009550585323408
2020-12-01,28.53206999108664,17.06223895638591,1.4482476273296743,16.51701973230621,2.1877161221041845,6.7552352508734925,13.015749300184826,7.960523538905711
2021-01-01,28.146956172882394,17.68803943412012,1.432061171488752,16.003147143595335,2.8741557892065335,5.975909840690253,14.324059712182565,9.06106354232243
2021-02-01,29.06768144779045,18.721932979178558,0.9894830332443381,15.346272187176954,3.727210404891822,5.545883208722552,14.805750954084381,9.358781176932856
2021-03-01,31.02615266810011,18.079677267284964,1.2110941880031252,14.545178614495635,4.8948254165179765,5.118135984317945,14.694171622449339,9.831644226397577
2021-04-01,31.967608555632438,16.776970437986343,1.470744171078898,13.568271266137963,5.712664487826838,4.7542998471595235,13.853241845344144,8.814457865962593
2021-05-01,32.19232353693675,16.046567582674424,2.025173346193418,13.364564460605669,5.436658224540478,4.621634175485395,12.585243022001984,7.851356755887585
2021-06-01,31.38587602293905,15.439763557584318,2.1562329229363337,12.471557723381029,5.166275238324425,4.289605992230707,12.853860697437119,7.796210080798255
2021-07-01,31.423045672973576,15.265088038378352,2.292355848209627,11.613204478385057,5.116792535161626,4.38291831209544,13.887356508481854,7.901222833906557
2021-08-01,30.480673294035736,15.365679384994921,2.4739079616487945,10.834220391639048,4.6470946289978885,4.056024879022526,14.977963749595128,8.48686538946119
2021-09-01,30.750290049359663,15.911252768649605,2.3743804983492556,10.889063270222016,3.993815889504436,3.903785086541661,15.14918432969791,8.32616294085157
2021-10-01,30.106831300573695,16.21701355114497,2.3529735477428053,10.856441780074771,3.5751820947205193,3.9058120192804977,14.52176202597105,8.43689063828976
2021-11-01,29.53516056329019,14.683010944113327,1.9413065891463255,9.818470567634495,3.892959177114921,3.568328034418862,13.268877989021263,8.135461625452066
2021-12-01,28.2570442065388,14.656501636666071,2.1973985966983425,9.485621619706794,3.9595626328364975,3.2718440627737397,12.85038942020977,8.222758656109965
2022-01-01,28.606602226283854,14.301280388006008,2.4745126034214002,9.082365662771767,4.057357476486273,2.992869522097985,11.825585645673327,8.181503215649029
2022-02-01,29.753337940036793,15.036604278134893,2.778969136538116,9.302205668588371,4.494931476773343,2.560272227194345,11.938131894873386,8.575628196140219
2022-03-01,30.52517178081265,14.892744951467229,2.6465104629600953,8.547443583818737,4.701037131603855,2.405158365578264,11.253688735810176,9.43194754617372
2022-04-01,32.2623608094524,14.468634041402813,2.313481662047615,7.935570408114363,4.576591879135644,1.928958699971451,10.835720950566643,9.907287275872845
2022-05-01,34.54005771136113,12.931299985167286,1.9627744843972463,7.259813388634427,4.26393667929161,1.8970400065460187,10.773989656728244,9.804359095067605
2022-06-01,35.59234152486664,12.877766810276677,2.35021307201697,7.371032163903929,4.655178970710764,1.9966952878305009,11.856506761527084,9.916832096243235
2022-07-01,35.145533338885684,13.215543256369081,2.554918082899336,7.835519860379541,5.354695263742581,2.4267603045944774,12.875010252346083,10.363411398800764
2022-08-01,33.129757483313476,14.216299671241703,2.870630578258968,7.707320099864395,5.623236499517936,2.4636878646122295,13.633490612075786,10.903368805107199
2022-09-01,32.63308799188477,14.48993660467243,2.616069110676204,7.897420878243268,5.235610431434512,2.504246263951787,13.818615957324479,10.4641099865235
