date,svm,kmeans,xgboost,random forest,neural networks,reinforcement learning,llm,transformers,gan
2019-01-01,0.004098360655737705,0.0,0.004098360655737705,0.004098360655737705,0.036885245901639344,0.00819672131147541,0.0,0.0,0.00819672131147541
2019-02-01,0.0149812734082397,0.0,0.003745318352059925,0.02247191011235955,0.08614232209737828,0.011235955056179775,0.0,0.0,0.011235955056179775
2019-03-01,0.017222820236813777,0.0032292787944025836,0.005382131324004306,0.02906350914962325,0.06350914962325081,0.021528525296017224,0.0,0.0,0.005382131324004306
2019-04-01,0.012704174228675136,0.003629764065335753,0.007259528130671506,0.025408348457350273,0.047186932849364795,0.007259528130671506,0.0,0.0,0.0
2019-05-01,0.021479713603818614,0.002386634844868735,0.00477326968973747,0.0405727923627685,0.07875894988066826,0.003579952267303103,0.0,0.0,0.0
2019-06-01,0.010067114093959731,0.0011185682326621924,0.0022371364653243847,0.021252796420581657,0.053691275167785234,0.005592841163310962,0.0,0.0,0.0022371364653243847
2019-07-01,0.013986013986013986,0.002797202797202797,0.0013986013986013986,0.03636363636363636,0.07552447552447553,0.02937062937062937,0.0,0.0,0.002797202797202797
2019-08-01,0.02471169686985173,0.006589785831960461,0.0032948929159802307,0.04118616144975288,0.039538714991762765,0.018121911037891267,0.0,0.0,0.006589785831960461
2019-09-01,0.018820577164366373,0.010037641154328732,0.0012547051442910915,0.04015056461731493,0.06148055207026349,0.02258469259723965,0.0,0.0,0.005018820577164366
2019-10-01,0.009907997169143666,0.006369426751592357,0.003538570417551309,0.02689313517338995,0.060155697098372256,0.019815994338287332,0.0,0.0014154281670205238,0.009200283085633405
2019-11-01,0.008287292817679558,0.0055248618784530384,0.004143646408839779,0.017265193370165747,0.08080110497237569,0.024171270718232045,0.0,0.0,0.009668508287292817
2019-12-01,0.004478566858605247,0.007677543186180422,0.010876519513755598,0.010236724248240563,0.052463211772232884,0.01599488163787588,0.0,0.0,0.007037747920665387
2020-01-01,0.007323943661971831,0.007323943661971831,0.023661971830985916,0.02028169014084507,0.05971830985915493,0.025915492957746478,0.0,0.0011267605633802818,0.009014084507042254
2020-02-01,0.008649367930805056,0.0013306719893546241,0.015968063872255488,0.011976047904191617,0.054557551563539586,0.01330671989354624,0.0,0.0,0.00665335994677312
2020-03-01,0.011102886750555145,0.0022205773501110288,0.013323464100666173,0.011102886750555145,0.04811250925240563,0.01924500370096225,0.0,0.0,0.006661732050333087
2020-04-01,0.003395585738539898,0.008488964346349746,0.0008488964346349745,0.014431239388794566,0.0365025466893039,0.012733446519524618,0.0,0.0,0.00933786078098472
2020-05-01,0.008997429305912597,0.015424164524421594,0.002570694087403599,0.015424164524421594,0.055269922879177376,0.011568123393316195,0.0,0.0,0.006426735218508998
2020-06-01,0.0,0.010830324909747292,0.006016847172081829,0.018050541516245487,0.05896510228640193,0.007220216606498195,0.0,0.0,0.0036101083032490976
2020-07-01,0.007952286282306162,0.0009940357852882703,0.008946322067594433,0.002982107355864811,0.0536779324055666,0.007952286282306162,0.0,0.0,0.003976143141153081
2020-08-01,0.0072007200720072,0.004500450045004501,0.004500450045004501,0.004500450045004501,0.043204320432043204,0.011701170117011701,0.0,0.0009000900090009,0.0027002700270027003
2020-09-01,0.006261740763932373,0.0012523481527864746,0.0031308703819661866,0.003757044458359424,0.050720100187852224,0.014402003757044458,0.0,0.0006261740763932373,0.008140262993112084
2020-10-01,0.00565843621399177,0.00102880658436214,0.00411522633744856,0.00360082304526749,0.047839506172839504,0.01286008230452675,0.0,0.00205761316872428,0.00360082304526749
2020-11-01,0.010841507485802787,0.003097573567372225,0.00619514713474445,0.007227671657201859,0.0748580278781621,0.009292720702116675,0.0,0.002581311306143521,0.0010325245224574084
2020-12-01,0.003481894150417827,0.002785515320334262,0.006267409470752089,0.005571030640668524,0.0905292479108635,0.01532033426183844,0.0,0.001392757660167131,0.013231197771587743
2021-01-01,0.004421518054532056,0.002210759027266028,0.010316875460574797,0.008106116433308769,0.0847457627118644,0.017686072218128224,0.0,0.012527634487840826,0.007369196757553427
2021-02-01,0.0007434944237918215,0.0022304832713754648,0.008178438661710037,0.008921933085501859,0.05427509293680297,0.011152416356877323,0.0,0.0037174721189591076,0.0037174721189591076
2021-03-01,0.0008547008547008547,0.00042735042735042735,0.006837606837606838,0.004700854700854701,0.05299145299145299,0.00811965811965812,0.0,0.001282051282051282,0.009829059829059829
2021-04-01,0.002263296869105998,0.0,0.003017729158807997,0.003772161448509996,0.03998491135420596,0.006412674462466994,0.0,0.004149377593360996,0.018106374952847983
2021-05-01,0.00605245460659045,0.0033624747814391394,0.006388702084734364,0.009751176866173503,0.03026227303295225,0.010423671822461332,0.0,0.0,0.0070611970410221925
2021-06-01,0.0006371455877668047,0.002867155144950621,0.004778591908251036,0.004460019114367633,0.03727301688435808,0.008920038228735267,0.0,0.0012742911755336094,0.009875756610385472
2021-07-01,0.00361794500723589,0.000723589001447178,0.010612638687891944,0.014230583695127834,0.028461167390255667,0.011336227689339121,0.0,0.002653159671972986,0.005547515677761698
2021-08-01,0.005761316872427984,0.0010973936899862826,0.010425240054869684,0.012345679012345678,0.029355281207133058,0.015363511659807956,0.0,0.0021947873799725653,0.010150891632373114
2021-09-01,0.006582155046318869,0.0012189176011701609,0.010726474890297415,0.011701608971233545,0.028278888347147733,0.008288639687957094,0.0009751340809361287,0.0012189176011701609,0.004388103364212579
2021-10-01,0.0053869635482133235,0.001616089064463997,0.00897827258035554,0.010055665289998204,0.02944873406356617,0.012030885257676423,0.0003591309032142216,0.0053869635482133235,0.003411743580535105
2021-11-01,0.006886657101865136,0.001721664275466284,0.008034433285509325,0.00860832137733142,0.05566714490674318,0.014921090387374462,0.0,0.006599713055954089,0.004591104734576757
2021-12-01,0.007739585704529934,0.00022763487366264513,0.008650125199180514,0.0068290462098793536,0.03892556339631231,0.010471204188481676,0.0,0.004552697473252903,0.004097427725927612
2022-01-01,0.008699741359040678,0.00023512814483893723,0.007994356924523865,0.004937691041617682,0.04608511638843169,0.008229485069362802,0.00023512814483893723,0.006348459910651305,0.00423230660710087
2022-02-01,0.006815203145478375,0.001310615989515072,0.007601572739187418,0.005242463958060288,0.04482306684141547,0.005766710353866317,0.0,0.0028833551769331584,0.00891218872870249
2022-03-01,0.004304485727231536,0.0020389669234254643,0.007249660172179429,0.00475758948799275,0.027639329406434075,0.009062075215224286,0.00022655188038060717,0.0036248300860897147,0.007023108291798822
2022-04-01,0.0023758099352051837,0.0021598272138228943,0.008207343412526998,0.005183585313174946,0.02872570194384449,0.0183585313174946,0.0,0.0019438444924406047,0.0008639308855291577
2022-05-01,0.005863192182410423,0.002280130293159609,0.00749185667752443,0.00749185667752443,0.03452768729641694,0.014657980456026058,0.0,0.001954397394136808,0.004885993485342019
2022-06-01,0.0019402405898331393,0.0015521924718665113,0.006596818005432673,0.00892510671323244,0.039968956150562666,0.013969732246798603,0.0,0.006984866123399301,0.004268529297632906
2022-07-01,0.005780346820809248,0.0004816955684007707,0.0072254335260115606,0.009633911368015413,0.02601156069364162,0.016859344894026976,0.0,0.003371868978805395,0.006262042389210019
2022-08-01,0.002570694087403599,0.0,0.006683804627249357,0.004113110539845758,0.03547557840616967,0.015938303341902313,0.0,0.006169665809768638,0.0015424164524421595
2022-09-01,0.0013786764705882354,0.001838235294117647,0.009191176470588236,0.0059742647058823525,0.04871323529411765,0.024816176470588234,0.0,0.00505514705882353,0.004136029411764706
2022-10-01,0.004651162790697674,0.0014534883720930232,0.007848837209302326,0.00813953488372093,0.053488372093023255,0.021511627906976746,0.0005813953488372093,0.009011627906976745,0.007267441860465116
2022-11-01,0.002126151665485471,0.002834868887313962,0.0074415308291991495,0.004252303330970942,0.05776045357902197,0.013465627214741318,0.0010630758327427356,0.004252303330970942,0.004606661941885188
2022-12-01,0.0019035532994923859,0.004758883248730965,0.005393401015228426,0.004758883248730965,0.04854060913705584,0.010786802030456852,0.0009517766497461929,0.007614213197969543,0.006979695431472081
2023-01-01,0.0026298487836949377,0.0009861932938856016,0.005588428665351742,0.004930966469428008,0.04142011834319527,0.007232084155161078,0.0026298487836949377,0.01051939513477975,0.003287310979618672
2023-02-01,0.004984662576687116,0.003834355828220859,0.004217791411042945,0.00843558282208589,0.0598159509202454,0.009202453987730062,0.003834355828220859,0.010352760736196318,0.003450920245398773
2023-03-01,0.0020833333333333333,0.002916666666666667,0.00375,0.006666666666666667,0.042083333333333334,0.009166666666666667,0.004583333333333333,0.01375,0.005
2023-04-01,0.0005257623554153522,0.0005257623554153522,0.003680336487907466,0.007360672975814932,0.0341745531019979,0.009989484752891693,0.006309148264984227,0.012618296529968454,0.002103049421661409
2023-05-01,0.004755111745126011,0.0023775558725630053,0.004755111745126011,0.005230622919638612,0.028530670470756064,0.006657156443176415,0.0019020446980504042,0.006181645268663814,0.0014265335235378032
2023-06-01,0.0007984031936127744,0.0027944111776447107,0.005588822355289421,0.004790419161676647,0.03153692614770459,0.016367265469061875,0.007984031936127744,0.01157684630738523,0.0027944111776447107
2023-07-01,0.0022251891410769915,0.0008900756564307966,0.007120605251446373,0.006230529595015576,0.03426791277258567,0.011570983533600357,0.010235870048954161,0.004895416110369382,0.0026702269692923898
2023-08-01,0.0019860973187686196,0.0,0.005461767626613704,0.0014895729890764648,0.018371400198609732,0.009930486593843098,0.011916583912611719,0.005958291956305859,0.0029791459781529296
