date,Autres,C1105 - Actuariat,D1407 - Relation technico-commerciale,E1103 - Communication,E1205 - Designer UX/UI,E1402 - Élaboration de plan média,"H1206 - Management et ingénierie études, recherche et développement industriel",H1208 - Ingénieurie en automatisme,J1102 - Médecine généraliste et spécialisée,K1903 - Juriste,K2108 - Enseignement supérieur,K2111 - Formation professionnelle,K2402 - Biostatisticien,K2402 - Recherche en sciences naturelles,M1201 - Analyse et ingénierie financière,M1202 - Audit et contrôle comptables et financiers,M1203 - Comptabilité,M1204 - Chargé de recrutement,M1204 - Contrôle de gestion,M1205 - Direction administrative et financière,M1402 - Coach transformation numérique/agile,M1403 - Autres,M1403 - Chef de projet data,M1403 - Data engineer,M1403 - Data scientist,M1607 - Secrétariat,M1703 - Management et gestion de produit,M1704 - Relation client,M1705 - Marketing,M1707 - Stratégie commerciale,M1801 - Administration de systèmes d'information,M1802 - Expertise et support en systèmes d'information,M1803 - Direction des systèmes d'information,M1805 - Autres,M1805 - Chef de projet ia,M1805 - Développeur web/application,M1805 - Ingénieur ia/ml/cv/genai,M1806 - Conseil IA,M1806 - Conseil numérique,N1301 - Logisticien
2019-01-01,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0035971223021582736,0.0,0.02877697841726619,0.014388489208633094,0.0,0.0,0.0,0.0035971223021582736,0.0,0.050359712230215826,0.02158273381294964,0.0,0.0035971223021582736,0.0035971223021582736,0.007194244604316547,0.0,0.0,0.06474820143884892,0.007194244604316547,0.07913669064748201,0.10071942446043165,0.007194244604316547,0.02158273381294964,0.0035971223021582736,0.0035971223021582736,0.02158273381294964,0.0,0.0035971223021582736,0.0,0.06474820143884892,0.0035971223021582736,0.20503597122302158,0.1366906474820144,0.08273381294964029,0.04316546762589928,0.0
2019-02-01,0.006920415224913495,0.0,0.0,0.00865051903114187,0.006920415224913495,0.0,0.02768166089965398,0.012110726643598616,0.0,0.0017301038062283738,0.0,0.0034602076124567475,0.0,0.029411764705882353,0.012110726643598616,0.0,0.0017301038062283738,0.005190311418685121,0.00865051903114187,0.0,0.0,0.0657439446366782,0.010380622837370242,0.06920415224913495,0.09169550173010381,0.010380622837370242,0.01730103806228374,0.006920415224913495,0.0034602076124567475,0.020761245674740483,0.0017301038062283738,0.0034602076124567475,0.005190311418685121,0.05190311418685121,0.01384083044982699,0.20588235294117646,0.157439446366782,0.07439446366782007,0.0657439446366782,0.0
2019-03-01,0.004431314623338257,0.0029542097488921715,0.004431314623338257,0.003692762186115214,0.003692762186115214,0.0014771048744460858,0.023633677991137372,0.0051698670605613,0.0,0.0014771048744460858,0.0051698670605613,0.003692762186115214,0.004431314623338257,0.030280649926144758,0.008862629246676515,0.0029542097488921715,0.0022156573116691287,0.0051698670605613,0.014032496307237814,0.0014771048744460858,0.0,0.07311669128508123,0.030280649926144758,0.060561299852289516,0.11299852289512555,0.004431314623338257,0.008862629246676515,0.003692762186115214,0.005908419497784343,0.028064992614475627,0.009601181683899557,0.004431314623338257,0.007385524372230428,0.061299852289512555,0.01772525849335303,0.16395864106351551,0.1410635155096012,0.08493353028064993,0.05096011816838995,0.0014771048744460858
2019-04-01,0.00417910447761194,0.00417910447761194,0.005970149253731343,0.00417910447761194,0.0011940298507462687,0.0029850746268656717,0.0191044776119403,0.003582089552238806,0.0,0.0005970149253731343,0.005970149253731343,0.0023880597014925373,0.005373134328358209,0.03880597014925373,0.008955223880597015,0.0023880597014925373,0.004776119402985075,0.004776119402985075,0.014328358208955224,0.0023880597014925373,0.0,0.06985074626865671,0.03522388059701492,0.08238805970149254,0.10567164179104478,0.0011940298507462687,0.010746268656716417,0.0011940298507462687,0.006567164179104477,0.02447761194029851,0.013134328358208954,0.005373134328358209,0.005373134328358209,0.06925373134328358,0.020895522388059702,0.15701492537313433,0.12298507462686567,0.08597014925373134,0.041791044776119404,0.004776119402985075
2019-05-01,0.007184846505551927,0.006531678641410843,0.0032658393207054214,0.0032658393207054214,0.0,0.003919007184846506,0.022860875244937948,0.005878510777269758,0.0,0.001959503592423253,0.0032658393207054214,0.0006531678641410843,0.001959503592423253,0.035924232527759635,0.008491182233834096,0.0,0.003919007184846506,0.0032658393207054214,0.005878510777269758,0.001959503592423253,0.0,0.07184846505551927,0.06139777922926192,0.10320052253429131,0.09928151534944481,0.0006531678641410843,0.018288700195950358,0.001959503592423253,0.007838014369693011,0.011757021554539516,0.012410189418680601,0.0032658393207054214,0.005878510777269758,0.06270411495754409,0.02155453951665578,0.15545395166557804,0.10842586544741999,0.08425865447419988,0.04441541476159373,0.005225342913128674
2019-06-01,0.010576414595452142,0.0037017451084082496,0.0005288207297726071,0.0005288207297726071,0.0,0.0037017451084082496,0.030671602326811213,0.008461131676361713,0.0,0.0015864621893178213,0.0037017451084082496,0.0015864621893178213,0.0,0.03648863035430989,0.006874669487043892,0.0,0.0005288207297726071,0.004759386567953464,0.0015864621893178213,0.0015864621893178213,0.0005288207297726071,0.08038075092543628,0.05288207297726071,0.09201480698043363,0.12480169222633528,0.0021152829190904283,0.01269169751454257,0.0037017451084082496,0.010047593865679535,0.010047593865679535,0.010576414595452142,0.0021152829190904283,0.006874669487043892,0.05552617662612375,0.01850872554204125,0.17451084082496035,0.10100475938656796,0.07720782654680064,0.046536224219989424,0.0010576414595452142
2019-07-01,0.010192525481313703,0.0016987542468856172,0.0005662514156285391,0.0005662514156285391,0.0,0.0028312570781426952,0.037938844847112116,0.009626274065685165,0.0,0.0016987542468856172,0.0033975084937712344,0.0016987542468856172,0.0,0.045300113250283124,0.004530011325028313,0.0,0.0016987542468856172,0.005096262740656852,0.0028312570781426952,0.0016987542468856172,0.0005662514156285391,0.07814269535673839,0.028878822197055492,0.08323895809739525,0.13816534541336353,0.0028312570781426952,0.008493771234428085,0.005096262740656852,0.014156285390713477,0.013023782559456399,0.007927519818799546,0.0033975084937712344,0.007361268403171008,0.06058890147225368,0.022083805209513023,0.17893544733861835,0.10645526613816535,0.06511891279728199,0.041336353340883356,0.0028312570781426952
2019-08-01,0.0068073519400953025,0.005445881552076242,0.002722940776038121,0.0,0.004765146358066712,0.0020422055820285907,0.03675970047651463,0.008849557522123894,0.0,0.0020422055820285907,0.0013614703880190605,0.005445881552076242,0.0,0.04084411164057182,0.0068073519400953025,0.0,0.002722940776038121,0.006126616746085773,0.0020422055820285907,0.0013614703880190605,0.0006807351940095302,0.06671204901293397,0.03880190605854323,0.0762423417290674,0.14976174268209666,0.004765146358066712,0.010891763104152484,0.006126616746085773,0.01701837985023826,0.014976174268209666,0.004765146358066712,0.007488087134104833,0.009530292716133424,0.07147719537100068,0.02042205582028591,0.14295439074200136,0.10823689584751532,0.07147719537100068,0.0381211708645337,0.0034036759700476512
2019-09-01,0.006966434452184927,0.006333122229259025,0.0031665611146295125,0.0,0.006966434452184927,0.001266624445851805,0.024065864471184292,0.00506649778340722,0.0006333122229259025,0.0,0.00506649778340722,0.006333122229259025,0.0,0.04496516782773907,0.008866371120962635,0.0031665611146295125,0.0018999366687777073,0.006966434452184927,0.0031665611146295125,0.001266624445851805,0.0006333122229259025,0.056998100063331225,0.044331855604813175,0.06966434452184928,0.14249525015832806,0.004433185560481318,0.01013299556681444,0.006333122229259025,0.009499683343888538,0.01836605446485117,0.012032932235592146,0.006333122229259025,0.009499683343888538,0.0759974667511083,0.023432552248258392,0.1310956301456618,0.09816339455351489,0.08486383787207093,0.05636478784040532,0.0031665611146295125
2019-10-01,0.012300123001230012,0.0036900369003690036,0.002050020500205002,0.0012300123001230013,0.002050020500205002,0.0,0.02911029110291103,0.002870028700287003,0.0004100041000410004,0.0016400164001640015,0.003280032800328003,0.002870028700287003,0.0,0.03731037310373104,0.005330053300533005,0.0024600246002460025,0.0016400164001640015,0.002870028700287003,0.004100041000410004,0.0008200082000820008,0.0,0.06355063550635506,0.033210332103321034,0.08692086920869209,0.13571135711357113,0.002870028700287003,0.011890118901189012,0.006970069700697007,0.008200082000820008,0.016400164001640016,0.011890118901189012,0.006150061500615006,0.006970069700697007,0.06601066010660106,0.02706027060270603,0.12341123411234112,0.13325133251332513,0.07749077490774908,0.06191061910619106,0.004100041000410004
