date,"A - Agriculture, sylviculture et pêche",Administration/Armée,Autres services non financiers,Consulting,H - Transports et entreposage,IT Consulting,IT producers,K - Activités financières et d'assurance,Recherche,"industrie manufacturière, énergétique et minière"
2021-05-01,0.0024703863147919024,0.011709395689655355,0.15782289542798672,0.24248228642927638,0.02008792947249282,0.09037124883805264,0.10423685815391166,0.07730283882713235,0.12934369462515302,0.1641724662215472
2021-06-01,0.0023899133451924753,0.018025789560786997,0.17864630425123104,0.2289170108093555,0.012836257602494846,0.09091091701921669,0.10594118166699733,0.07101419931960343,0.131277836016748,0.1600405904083737
2021-07-01,0.0022310747642227467,0.017853398199871046,0.18929851823336305,0.22581613475765977,0.010959739691140868,0.08804613039418417,0.11375354613919787,0.06869125283682088,0.12604402345711574,0.1573061815264238
2021-08-01,0.002038259017238417,0.01742157852490046,0.17137322363439392,0.23973321104580234,0.012442141396918174,0.10053804248533416,0.12645768495857224,0.058767463335474064,0.11769720198040794,0.1535311936209583
2021-09-01,0.002032251568001363,0.011245920709209004,0.17034099366923713,0.27173158903450834,0.011442501843872396,0.10968198096905396,0.11639115245827186,0.05159006335950386,0.10879025736908991,0.14675328901925216
2021-10-01,0.0014666394827203613,0.005320786181537181,0.15343538430076092,0.2781990844655261,0.010325945085570517,0.11916767149165552,0.11699839165959793,0.055277667479379955,0.09266414595842651,0.16714428389482502
2021-11-01,0.0024028366560730693,0.004398968754581968,0.14985250290231436,0.2686154700243684,0.01175900033839457,0.1231230207573154,0.11512870027274166,0.05354290784819342,0.08204405453351259,0.18913253791250453
2021-12-01,0.005561994214057607,0.0040190700609002835,0.16179931708519893,0.25609880780096134,0.014851509002750741,0.1261855374195388,0.1081572259992146,0.05028710939444775,0.07487929846846328,0.19816013055446666
2022-01-01,0.0051387356920281485,0.002935792070343429,0.15510355376426843,0.22313176783589553,0.017118045879234763,0.11417500258088195,0.12393564868459775,0.05936726696215547,0.06289127980051083,0.2362029067300837
2022-02-01,0.006281232430856645,0.002284351241787144,0.15375644464635996,0.20893223450805443,0.02065869215766298,0.1027079466573622,0.1401550867157154,0.05464893516953852,0.0709210823473226,0.23965399412534016
2022-03-01,0.00534186427830556,0.0022739007844196782,0.14601100285860663,0.21465993824398627,0.02271529951265222,0.09693086984223506,0.14155230220201354,0.05788990991995387,0.08208499670475809,0.23053991565306908
2022-04-01,0.00248471082773476,0.00341318423436017,0.13561762518118392,0.232078526426064,0.02036573016198168,0.09032166325291101,0.1315989821422454,0.06266816166535355,0.08598651649089796,0.23546489961726755
2022-05-01,0.0029931402848648123,0.00544690206288038,0.14972715822702498,0.24660660979864518,0.020631609089155352,0.10008232944972648,0.12134556835531818,0.053560884993932203,0.09410641875009772,0.2054993789883547
2022-06-01,0.0021487492580611403,0.006912864304561886,0.16282025727510005,0.2557480663214416,0.01984136119422151,0.11032418131143068,0.10638332210590565,0.05708079314138531,0.09085776366280636,0.18788264142508582
2022-07-01,0.002821015124654116,0.007536934942646973,0.1786050993000234,0.24269982503606005,0.021949614585981277,0.1123490388641,0.11780213699675085,0.05421704253277662,0.08748179482357117,0.17453749779343553
2022-08-01,0.003017822349708921,0.007912210318327739,0.20042879091323648,0.2299351535834741,0.024787441571678344,0.11606443882193943,0.12632411184094594,0.05194782337581808,0.08470188070449151,0.15488032652037945
2022-09-01,0.0026535831477351815,0.005297846103025371,0.1952046585608901,0.2228298463999876,0.02657864817091135,0.10806427520155343,0.14816973141067946,0.05428895073866191,0.08742517197451662,0.14948728829203892
2022-10-01,0.002564596179775864,0.004932614758895848,0.2060348672728914,0.2056063790524027,0.025315668410835362,0.10414359612044129,0.15439087935600274,0.05731517947951037,0.08252056698137661,0.15717565238786782
2022-11-01,0.002173963717070105,0.004616838975500033,0.21136071334624984,0.20805267696251445,0.021356714486545133,0.11485627579484138,0.14444164596187783,0.06211188527126808,0.07572321310528858,0.1553060723788446
2022-12-01,0.0021424737380690596,0.005842623392990371,0.1994422846497067,0.19837067080146834,0.015853153794154466,0.10994024625428228,0.14633675093974607,0.07105863212396092,0.08205565767447184,0.16895750663114992
2023-01-01,0.0018117859073812292,0.00853209187568887,0.2060943427903456,0.18808050706513818,0.012241211917530696,0.11815457512521801,0.13337573002603348,0.07462202276932547,0.08486542531906821,0.17222230720427023
2023-02-01,0.001123892825620223,0.009769944573278275,0.20205724200757033,0.2055028774237057,0.010891123731686584,0.11011311129515021,0.131268381388839,0.0805683287622999,0.08885713969583331,0.15984795829601647
2023-03-01,0.0006139489194499018,0.01075328046227454,0.1955255510847988,0.20060046214393193,0.009001770212830492,0.08900733375712568,0.1452772504577424,0.07479742033272938,0.10855019755355669,0.16587278507556022
2023-04-01,0.0007733952049497294,0.0101265112637642,0.19670596640865995,0.19627366544354885,0.013979362264333446,0.07903667035421716,0.14385154046119153,0.07218958564177598,0.11258953510789568,0.1744737678496635
2023-05-01,0.0036659571884208033,0.008924591427705256,0.20739561538245543,0.1941480042640541,0.018002614211358195,0.06816973314885491,0.13039033040721862,0.08031641975481801,0.11291310298299848,0.17607363123211622
2023-06-01,0.003999512892223339,0.013726666816345247,0.19905817978668064,0.18145579206123824,0.020612779870234643,0.07085896530245916,0.12210107292125341,0.07993206334248644,0.1182389210492457,0.1900160459578332
2023-07-01,0.004740253632964079,0.01271915580883424,0.20754361690848142,0.1806308762363224,0.024127060202696796,0.08158134057028897,0.10982657973766931,0.09406935702523467,0.1025040666780277,0.18225769319948046
